source_id,title,authors,publication_year,venue,doi,pmid,arxiv_id,other_identifier,source_url,pdf_url,local_path,access_date,license_type,license_url,usage_status,inclusion_status,inclusion_reason,exclusion_reason,expected_content_hash,source_type,study_type,population,intervention,comparator,outcome_notes,notes
oncology-takeuchi-2026-tumor-necrosis-on-routine-pret,Tumor Necrosis on Routine Pretreatment CT as a Potential Prognostic Marker in Advanced NSCLC Treated With Immune Checkpoint Inhibitor Monotherapy: A Two-Center Retrospective Study.,Eiji Takeuchi; Hirokazu Ogino; Kensuke Kondo; Yoshio Okano; Hiroki Takahashi; Kaori Nii; Yugo Matsumura; Takuya Ishida; Seiya Ichihara; Michihiro Kunishige; Naoki Kadota; Hisanori Machida; Nobuo Hatakeyama; Keishi Naruse; Seidai Sato; Hiroshi Nokihara; Tsutomu Shinohara; Yasuhiko Nishioka,2026,Thoracic cancer,10.1111/1759-7714.70363,42502949,,PMC13401793,https://pmc.ncbi.nlm.nih.gov/articles/PMC13401793/,https://pmc-oa-opendata.s3.amazonaws.com/PMC13401793.1/PMC13401793.1.pdf?md5=92efe69fcaa2023b187111af188d5276,PMC13401793.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,"Bulk PMC Open Access Subset acquisition matching this corpus's scope vocabulary (NSCLC + PD-1/PD-L1 checkpoint-inhibitor terms), deterministic identity/license/full-text adjudication, and a documented rule-based title scope screen excluding wrong cancer types, preclinical/mechanism-only studies, off-topic diagnostic/surgical-technique papers, and single-patient case reports. Not yet individually reviewed for the golden evidence map.",,sha256:335cfe59e9b177463362c835ba36da18387f8ac63e83f30e1150b7a0094d0938,paper,,,,,,"Acquired via bulk PMC OA ingestion pipeline (work/oncology/acquisition_receipt.json), not individually hand-curated. study_type/population/intervention/comparator left blank pending evidence-record-level review."
oncology-izadpanah-2026-efficacy-and-safety-of-canakin,Efficacy and Safety of Canakinumab Compared With Standard Therapy for the Treatment of Non-Small Cell Lung Cancer (NSCLC): A Systematic Review.,Kamiar Izadpanah; Masoud Rezaei; Seyed Aria Nejadghaderi; Hamid Sharifi,2026,"Cancer reports (Hoboken, N.J.)",10.1002/cnr2.70627,42486074,,PMC13391215,https://pmc.ncbi.nlm.nih.gov/articles/PMC13391215/,https://pmc-oa-opendata.s3.amazonaws.com/PMC13391215.1/PMC13391215.1.pdf?md5=ed9e1e520e0660da6dd6b9a3d12489d2,PMC13391215.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,"Bulk PMC Open Access Subset acquisition matching this corpus's scope vocabulary (NSCLC + PD-1/PD-L1 checkpoint-inhibitor terms), deterministic identity/license/full-text adjudication, and a documented rule-based title scope screen excluding wrong cancer types, preclinical/mechanism-only studies, off-topic diagnostic/surgical-technique papers, and single-patient case reports. Not yet individually reviewed for the golden evidence map.",,sha256:073101b3a77efd8be989ed04c558fde4edcac12dce4dbb5e198dd04b2f922610,paper,,,,,,"Acquired via bulk PMC OA ingestion pipeline (work/oncology/acquisition_receipt.json), not individually hand-curated. study_type/population/intervention/comparator left blank pending evidence-record-level review."
oncology-silva-2026-extracellular-vesicles-as-prog,Extracellular vesicles as prognostic biomarkers: results of a neoadjuvant chemoimmunotherapy clinical trial in stage IIIA (N2) non-small-cell lung cancer (SAKK 16/14).,Yannik da Silva; Dapi Menglin Chiang; Laura Benecke; Michael W Pfaffl; Stefanie Hayoz; Sabrina Chiquet; Spasenija Savic Prince; Adrienne Bettini; Martin Früh; Laetitia A Mauti; Christian Britschgi; Solange Peters; Michael Mark; Adrian F Ochsenbein; Wolf-Dieter Janthur; Christine Waibel; Nicolas Mach; Patrizia Froesch; Martin Buess; Pierre Bohanes; Michel Gonzalez; Alfred Zippelius; Miklos Pless; Sacha I Rothschild; Laurent Muller,2026,Frontiers in immunology,10.3389/fimmu.2026.1807542,42459666,,PMC13369264,https://pmc.ncbi.nlm.nih.gov/articles/PMC13369264/,https://pmc-oa-opendata.s3.amazonaws.com/PMC13369264.1/PMC13369264.1.pdf?md5=f2b15a84e9629304c0ca065cff1ddd60,PMC13369264.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,"Bulk PMC Open Access Subset acquisition matching this corpus's scope vocabulary (NSCLC + PD-1/PD-L1 checkpoint-inhibitor terms), deterministic identity/license/full-text adjudication, and a documented rule-based title scope screen excluding wrong cancer types, preclinical/mechanism-only studies, off-topic diagnostic/surgical-technique papers, and single-patient case reports. Not yet individually reviewed for the golden evidence map.",,sha256:34b2a1bba9be1bdbc11347dc28b3e24a8c305b47f066d50f3a2b64c76273119e,paper,,,,,,"Acquired via bulk PMC OA ingestion pipeline (work/oncology/acquisition_receipt.json), not individually hand-curated. study_type/population/intervention/comparator left blank pending evidence-record-level review."
oncology-chen-2026-efficacy-and-safety-of-first-l,Efficacy and safety of first-line chemoimmunotherapy versus chemotherapy alone for advanced pulmonary lymphoepithelioma-like carcinoma: a systematic review and real-world cohort study.,Feng Chen; Yan Su; Xiandong Zeng; Ming Jiang; Yu Huang; Liuye Pan; Linlin Xiao; Yi Rao Qin; Xiangyuan Cen; Jing Bai,2026,Frontiers in immunology,10.3389/fimmu.2026.1872713,42459654,,PMC13369242,https://pmc.ncbi.nlm.nih.gov/articles/PMC13369242/,https://pmc-oa-opendata.s3.amazonaws.com/PMC13369242.1/PMC13369242.1.pdf?md5=af3a9032a2173b9ebe333f4cc8fc13de,PMC13369242.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,"Bulk PMC Open Access Subset acquisition matching this corpus's scope vocabulary (NSCLC + PD-1/PD-L1 checkpoint-inhibitor terms), deterministic identity/license/full-text adjudication, and a documented rule-based title scope screen excluding wrong cancer types, preclinical/mechanism-only studies, off-topic diagnostic/surgical-technique papers, and single-patient case reports. Not yet individually reviewed for the golden evidence map.",,sha256:59e933a60ade202330470cfaf87cad1eee21020803f2251faaa34cc626be49ef,paper,,,,,,"Acquired via bulk PMC OA ingestion pipeline (work/oncology/acquisition_receipt.json), not individually hand-curated. study_type/population/intervention/comparator left blank pending evidence-record-level review."
oncology-ben-ami-2026-hyperspectral-imaging-system-f,Hyperspectral imaging system for multiplexed cancer marker detection: design and clinical evaluation.,Oren Ben-Ami; Shmoolik Mangan; Tal Keidar Haran; Raz Ben-Uri; Efrat Ofek; Yuval Garini; Leeat Keren; Iris Barshack; Boaz Brill,2026,Journal of biomedical optics,10.1117/1.JBO.31.7.076504,42428947,,PMC13349328,https://pmc.ncbi.nlm.nih.gov/articles/PMC13349328/,https://pmc-oa-opendata.s3.amazonaws.com/PMC13349328.1/PMC13349328.1.pdf?md5=ce3d978fb537943a13e0213a6dba9bdf,PMC13349328.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,"Bulk PMC Open Access Subset acquisition matching this corpus's scope vocabulary (NSCLC + PD-1/PD-L1 checkpoint-inhibitor terms), deterministic identity/license/full-text adjudication, and a documented rule-based title scope screen excluding wrong cancer types, preclinical/mechanism-only studies, off-topic diagnostic/surgical-technique papers, and single-patient case reports. Not yet individually reviewed for the golden evidence map.",,sha256:aea6685ffce86a20038ebc4699496ab6304152000a4e552ae8a9ece14f5af23e,paper,,,,,,"Acquired via bulk PMC OA ingestion pipeline (work/oncology/acquisition_receipt.json), not individually hand-curated. study_type/population/intervention/comparator left blank pending evidence-record-level review."
oncology-li-2026-marked-response-to-immunochemo,Marked Response to Immunochemotherapy in Airway Mucosal Recurrence of Lung Squamous Cell Carcinoma.,Zijian Li; Chudong Wang; YenZhir Tay; Shuben Li,2026,Interdisciplinary cardiovascular and thoracic surgery,10.1093/icvts/ivag193,42406420,,PMC13378447,https://pmc.ncbi.nlm.nih.gov/articles/PMC13378447/,https://pmc-oa-opendata.s3.amazonaws.com/PMC13378447.1/PMC13378447.1.pdf?md5=f76bd34564db1bd7c0ffe7dabfa072ba,PMC13378447.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,"Bulk PMC Open Access Subset acquisition matching this corpus's scope vocabulary (NSCLC + PD-1/PD-L1 checkpoint-inhibitor terms), deterministic identity/license/full-text adjudication, and a documented rule-based title scope screen excluding wrong cancer types, preclinical/mechanism-only studies, off-topic diagnostic/surgical-technique papers, and single-patient case reports. Not yet individually reviewed for the golden evidence map.",,sha256:62daa590250036f3a14793b4b9f64d0e938cbc9773d782f268ff3c2c81437c72,paper,,,,,,"Acquired via bulk PMC OA ingestion pipeline (work/oncology/acquisition_receipt.json), not individually hand-curated. study_type/population/intervention/comparator left blank pending evidence-record-level review."
oncology-kamada-2026-impact-of-thyroid-transcriptio,Impact of Thyroid Transcription Factor-1 Expression on Outcomes of Platinum-Based Chemoimmunotherapy in Advanced or Recurrent Non-Squamous Non-Small Cell Lung Cancer.,Ryohei Kamada; Hiroshi Yokouchi; Shohei Mizobuchi; Ken Kuwahara; Yasushi Mizukami; Hidenori Mizugaki; Noriyuki Yamada; Hajime Asahina; Hirofumi Adachi; Yoshihiro Matsuno; Satoshi Oizumi,2026,Thoracic cancer,10.1111/1759-7714.70335,42381237,,PMC13319406,https://pmc.ncbi.nlm.nih.gov/articles/PMC13319406/,https://pmc-oa-opendata.s3.amazonaws.com/PMC13319406.1/PMC13319406.1.pdf?md5=ac5d629f31796d9254b9f5465193f62e,PMC13319406.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,"Bulk PMC Open Access Subset acquisition matching this corpus's scope vocabulary (NSCLC + PD-1/PD-L1 checkpoint-inhibitor terms), deterministic identity/license/full-text adjudication, and a documented rule-based title scope screen excluding wrong cancer types, preclinical/mechanism-only studies, off-topic diagnostic/surgical-technique papers, and single-patient case reports. Not yet individually reviewed for the golden evidence map.",,sha256:4d4b0d9bfd1e42fc7398cfc60ebd2c3fc1b829f0228d15f20470ca58b2cd7cb9,paper,,,,,,"Acquired via bulk PMC OA ingestion pipeline (work/oncology/acquisition_receipt.json), not individually hand-curated. study_type/population/intervention/comparator left blank pending evidence-record-level review."
oncology-landre-2026-brief-report-real-world-compar,Brief Report: Real-World Comparative Effectiveness of First-Line Immune Checkpoint Inhibitor Monotherapy Versus Chemo-Immunotherapy in Metastatic NSCLC With PD-L1 More Than or Equal to 50%: A Meta-Analysis.,Thierry Landre; Jean-Baptiste Assié; Kader Chouahnia; Jean-Bernard Auliac; Gaëtan Des Guetz; Christos Chouaïd,2026,JTO clinical and research reports,10.1016/j.jtocrr.2026.101011,42293287,,PMC13253113,https://pmc.ncbi.nlm.nih.gov/articles/PMC13253113/,https://pmc-oa-opendata.s3.amazonaws.com/PMC13253113.1/PMC13253113.1.pdf?md5=03fef8923c6e6062a2370759205f2440,PMC13253113.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,"Bulk PMC Open Access Subset acquisition matching this corpus's scope vocabulary (NSCLC + PD-1/PD-L1 checkpoint-inhibitor terms), deterministic identity/license/full-text adjudication, and a documented rule-based title scope screen excluding wrong cancer types, preclinical/mechanism-only studies, off-topic diagnostic/surgical-technique papers, and single-patient case reports. Not yet individually reviewed for the golden evidence map.",,sha256:431e56be40231923f39e2bd915d1b8952d55b01f4ed6a6b1d34fbf266f4a38ed,paper,,,,,,"Acquired via bulk PMC OA ingestion pipeline (work/oncology/acquisition_receipt.json), not individually hand-curated. study_type/population/intervention/comparator left blank pending evidence-record-level review."
oncology-bradova-2026-clinicopathologic-features-of,Clinicopathologic features of KRAS G12C-mutated non-small cell lung carcinomas:insights from 279 retrospective cases.,Martina Bradová; Petr Slavík; Tomáš Vaněček; Petr Martínek; Petr Grossmann; Stanislav Kormunda; Kristýna Behenská; Martin Svatoň; Miloš Pešek; Tomáš Jirásek; Zuzana Špůrková; Petra Hroudová; Hana Mrázková; Barbora Hořavová; Jaromír Roubec; Martin Baník; Petr Mukenšnábl; Michal Michal; Marián Švajdler,2026,Virchows Archiv : an international journal of pathology,10.1007/s00428-026-04526-x,41986521,,PMC13369689,https://pmc.ncbi.nlm.nih.gov/articles/PMC13369689/,https://pmc-oa-opendata.s3.amazonaws.com/PMC13369689.1/PMC13369689.1.pdf?md5=89fafe92b05eb76791c7d00c54321c3c,PMC13369689.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,"Bulk PMC Open Access Subset acquisition matching this corpus's scope vocabulary (NSCLC + PD-1/PD-L1 checkpoint-inhibitor terms), deterministic identity/license/full-text adjudication, and a documented rule-based title scope screen excluding wrong cancer types, preclinical/mechanism-only studies, off-topic diagnostic/surgical-technique papers, and single-patient case reports. Not yet individually reviewed for the golden evidence map.",,sha256:bb37743d91741ea58a184c6bfdee9d39de131cdb3e347582fee951b444120f10,paper,,,,,,"Acquired via bulk PMC OA ingestion pipeline (work/oncology/acquisition_receipt.json), not individually hand-curated. study_type/population/intervention/comparator left blank pending evidence-record-level review."
oncology-fan-2026-clinical-implications-of-pd-l1,Clinical implications of PD-L1 expression in oncogene-driven NSCLC: Differential responses to targeted agents and immune checkpoint inhibitors.,Xiaoxiao Fan; Chenxi Wei; Minjun Rong; Shengnan Wang; Jiaying Wang; Xiaohan Wang; Xiao Han; Xue Meng,2026,International journal of cancer,10.1002/ijc.70413,41872688,,PMC13140019,https://pmc.ncbi.nlm.nih.gov/articles/PMC13140019/,https://pmc-oa-opendata.s3.amazonaws.com/PMC13140019.1/PMC13140019.1.pdf?md5=0dc8c0dd7f919540d22aef27ea902a89,PMC13140019.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,"Bulk PMC Open Access Subset acquisition matching this corpus's scope vocabulary (NSCLC + PD-1/PD-L1 checkpoint-inhibitor terms), deterministic identity/license/full-text adjudication, and a documented rule-based title scope screen excluding wrong cancer types, preclinical/mechanism-only studies, off-topic diagnostic/surgical-technique papers, and single-patient case reports. Not yet individually reviewed for the golden evidence map.",,sha256:eec7777be73ea01d481bed5e6660d7e5f32c97bc65175bbf00b5012e60698160,paper,,,,,,"Acquired via bulk PMC OA ingestion pipeline (work/oncology/acquisition_receipt.json), not individually hand-curated. study_type/population/intervention/comparator left blank pending evidence-record-level review."
oncology-rustamov-2026-prevalence-and-clinico-morphol,Prevalence and clinico-morphological correlates of STK11 mutations in a large cohort of NSCLC lung adenocarcinomas.,Rizvan Rustamov; László Füzesi; Thomas Lesser; Dagmar Täuscher; Uwe Funke; Peter Elsner; Masoud Mireskandari; Glen Kristiansen; Iver Petersen,2026,Virchows Archiv : an international journal of pathology,10.1007/s00428-025-04392-z,41549133,,PMC13369655,https://pmc.ncbi.nlm.nih.gov/articles/PMC13369655/,https://pmc-oa-opendata.s3.amazonaws.com/PMC13369655.1/PMC13369655.1.pdf?md5=dfac55988b85c61b8a0e050b891ee726,PMC13369655.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,"Bulk PMC Open Access Subset acquisition matching this corpus's scope vocabulary (NSCLC + PD-1/PD-L1 checkpoint-inhibitor terms), deterministic identity/license/full-text adjudication, and a documented rule-based title scope screen excluding wrong cancer types, preclinical/mechanism-only studies, off-topic diagnostic/surgical-technique papers, and single-patient case reports. Not yet individually reviewed for the golden evidence map.",,sha256:4f91a01886d6715640d321476c33ed4e585ff1e727756dbf587ffdfc6c1d1ca4,paper,,,,,,"Acquired via bulk PMC OA ingestion pipeline (work/oncology/acquisition_receipt.json), not individually hand-curated. study_type/population/intervention/comparator left blank pending evidence-record-level review."
oncology-elantably-2026-her2-alterations-in-squamous-c,"HER2 Alterations in Squamous Cell Lung Cancer: Biology, Therapeutic Landscape, and Emerging Precision Approaches.",Dina Elantably; Isabella Meerzaman; Alicia Y Hou; Ahmed Abdelhakeem; Yanyan Lou,2026,Cancers,10.3390/cancers18132121,42449663,,PMC13360100,https://pmc.ncbi.nlm.nih.gov/articles/PMC13360100/,https://pmc-oa-opendata.s3.amazonaws.com/PMC13360100.1/PMC13360100.1.pdf?md5=a41f86a29dd0fd3bbbf89ff015929b8c,PMC13360100.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,"Bulk PMC Open Access Subset acquisition matching this corpus's scope vocabulary (NSCLC + PD-1/PD-L1 checkpoint-inhibitor terms), deterministic identity/license/full-text adjudication, and a documented rule-based title scope screen excluding wrong cancer types, preclinical/mechanism-only studies, off-topic diagnostic/surgical-technique papers, and single-patient case reports. Not yet individually reviewed for the golden evidence map.",,sha256:a117b443ca4d4bb3bc5906932a4bfdea8bf29c57911ff6699a1aa3b3443cd2e9,paper,,,,,,"Acquired via bulk PMC OA ingestion pipeline (work/oncology/acquisition_receipt.json), not individually hand-curated. study_type/population/intervention/comparator left blank pending evidence-record-level review."
oncology-agbarya-2026-social-network-clustering-anal,Social Network Clustering Analysis for Detection of Associated Genetic Co-Mutations in Patients with Actionable Driver Mutations in NSCLC.,Abed Agbarya; Haitham Nasrallah; Kamel Mhameed; Edmond Sabo; Walid Shalata; Esti Liani; Salam Mazareb; Mohammad Sheikh-Ahmad; Leonard Saiegh; Dejan Radonjic; Viktor Sebek; Dan Levy-Faber,2026,"Life (Basel, Switzerland)",10.3390/life16071071,42514140,,PMC13412184,https://pmc.ncbi.nlm.nih.gov/articles/PMC13412184/,https://pmc-oa-opendata.s3.amazonaws.com/PMC13412184.1/PMC13412184.1.pdf?md5=695e977362bc59adb9200b09c2be737b,PMC13412184.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,"Bulk PMC Open Access Subset acquisition matching this corpus's scope vocabulary (NSCLC + PD-1/PD-L1 checkpoint-inhibitor terms), deterministic identity/license/full-text adjudication, and a documented rule-based title scope screen excluding wrong cancer types, preclinical/mechanism-only studies, off-topic diagnostic/surgical-technique papers, and single-patient case reports. Not yet individually reviewed for the golden evidence map.",,sha256:e72c3ce9e651077ce19dfa79bea69b345f3ed19b42bfb89756205b9c0b80a429,paper,,,,,,"Acquired via bulk PMC OA ingestion pipeline (work/oncology/acquisition_receipt.json), not individually hand-curated. study_type/population/intervention/comparator left blank pending evidence-record-level review."
oncology-yang-2026-optimal-treatment-strategies-f,Optimal treatment strategies for unresectable stage III EGFR-mutated non-small cell lung cancer: a systematic review and Bayesian network meta-analysis.,Yang Yang; Jinhan Sun; Ting Luo; Xinfu Liu; Yanyang Wang,2026,Frontiers in oncology,10.3389/fonc.2026.1852617,42434745,,PMC13349829,https://pmc.ncbi.nlm.nih.gov/articles/PMC13349829/,https://pmc-oa-opendata.s3.amazonaws.com/PMC13349829.1/PMC13349829.1.pdf?md5=53777120eddc65ed45ba1515247880b6,PMC13349829.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,"Bulk PMC Open Access Subset acquisition matching this corpus's scope vocabulary (NSCLC + PD-1/PD-L1 checkpoint-inhibitor terms), deterministic identity/license/full-text adjudication, and a documented rule-based title scope screen excluding wrong cancer types, preclinical/mechanism-only studies, off-topic diagnostic/surgical-technique papers, and single-patient case reports. Not yet individually reviewed for the golden evidence map.",,sha256:4959ad829eb34084897c800b3ca9172755643f16878dd8db5e58f7aa43d29d06,paper,,,,,,"Acquired via bulk PMC OA ingestion pipeline (work/oncology/acquisition_receipt.json), not individually hand-curated. study_type/population/intervention/comparator left blank pending evidence-record-level review."
oncology-ogata-2026-simultaneous-evaluation-of-egf,"Simultaneous evaluation of EGFR, ALK, and PD-L1 in lung adenocarcinomas: the largest single-center experience from southern Brazil.",Daniel Cury Ogata; Matheus Mariotti Daniel; Bruno Vargas; Kauí Lebarbenchon; Guilherme Zappelini Zanette; Rafael Simas; Luciana Depiere Lanzarin; Fernanda Herbstrith Sampaio,2026,Genetics and molecular biology,10.1590/1678-4685-GMB-2025-0150,42378004,,PMC13317434,https://pmc.ncbi.nlm.nih.gov/articles/PMC13317434/,https://pmc-oa-opendata.s3.amazonaws.com/PMC13317434.1/PMC13317434.1.pdf?md5=e422cd4018cce4293d2b8f951d64cd94,PMC13317434.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,"Bulk PMC Open Access Subset acquisition matching this corpus's scope vocabulary (NSCLC + PD-1/PD-L1 checkpoint-inhibitor terms), deterministic identity/license/full-text adjudication, and a documented rule-based title scope screen excluding wrong cancer types, preclinical/mechanism-only studies, off-topic diagnostic/surgical-technique papers, and single-patient case reports. Not yet individually reviewed for the golden evidence map.",,sha256:231150ed09b775b6d7fbef50960d54a0471ae7f0bd8ea972486cabf5d8786510,paper,,,,,,"Acquired via bulk PMC OA ingestion pipeline (work/oncology/acquisition_receipt.json), not individually hand-curated. study_type/population/intervention/comparator left blank pending evidence-record-level review."
oncology-zeljkovic-2026-genetic-variability-of-immune,Genetic variability of immune checkpoints in asbestos-related diseases.,Irma Zeljkovic; Katja Goricar; Tanja Blagus; Alenka Franko; Viljem Kovac; Vita Dolzan,2026,Radiology and oncology,10.2478/raon-2026-0035,42359755,,PMC13307012,https://pmc.ncbi.nlm.nih.gov/articles/PMC13307012/,https://pmc-oa-opendata.s3.amazonaws.com/PMC13307012.1/PMC13307012.1.pdf?md5=0dfe742e522dd2c6c95099f9008c8954,PMC13307012.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,"Bulk PMC Open Access Subset acquisition matching this corpus's scope vocabulary (NSCLC + PD-1/PD-L1 checkpoint-inhibitor terms), deterministic identity/license/full-text adjudication, and a documented rule-based title scope screen excluding wrong cancer types, preclinical/mechanism-only studies, off-topic diagnostic/surgical-technique papers, and single-patient case reports. Not yet individually reviewed for the golden evidence map.",,sha256:3d2f33d0f97a91f2e82fbec69a1c9806457ed5243a5d90fbf71744f8b8f9129e,paper,,,,,,"Acquired via bulk PMC OA ingestion pipeline (work/oncology/acquisition_receipt.json), not individually hand-curated. study_type/population/intervention/comparator left blank pending evidence-record-level review."
oncology-guo-2026-body-mass-index-and-fasting-in,Body mass index and fasting insulin predict survival and EGFR-TKI benefit in Stage IV lung adenocarcinoma.,Huiru Guo; Lingshuang Liu; Jan P A Baak,2026,Frontiers in oncology,10.3389/fonc.2026.1742177,42428144,,PMC13347122,https://pmc.ncbi.nlm.nih.gov/articles/PMC13347122/,https://pmc-oa-opendata.s3.amazonaws.com/PMC13347122.1/PMC13347122.1.pdf?md5=42b199a829ee1eb77ef9eea38b6b03fc,PMC13347122.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,"Bulk PMC Open Access Subset acquisition matching this corpus's scope vocabulary (NSCLC + PD-1/PD-L1 checkpoint-inhibitor terms), deterministic identity/license/full-text adjudication, and a documented rule-based title scope screen excluding wrong cancer types, preclinical/mechanism-only studies, off-topic diagnostic/surgical-technique papers, and single-patient case reports. Not yet individually reviewed for the golden evidence map.",,sha256:d8727f3ddb7df2387a85e1734d2df69ee2902d00813df1db161c7fcdd78fdf87,paper,,,,,,"Acquired via bulk PMC OA ingestion pipeline (work/oncology/acquisition_receipt.json), not individually hand-curated. study_type/population/intervention/comparator left blank pending evidence-record-level review."
oncology-gajewski-2026-prolactin-as-a-candidate-bioma,Prolactin as a Candidate Biomarker in Non-Small Cell Lung Cancer: Implications for Personalized Medicine and Post-Treatment Risk Stratification.,Filip Gajewski; Grzegorz Kurec; Aleksandra Litkowska; Joanna Pec; Jakub Kleinrok; Weronika Pająk; Oliwia Burdan; Paweł Krawczyk; Agnieszka Korolczuk,2026,Journal of personalized medicine,10.3390/jpm16070342,42506069,,PMC13413349,https://pmc.ncbi.nlm.nih.gov/articles/PMC13413349/,https://pmc-oa-opendata.s3.amazonaws.com/PMC13413349.1/PMC13413349.1.pdf?md5=f81d0c98439fea6b0d28c8a813418360,PMC13413349.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,"Bulk PMC Open Access Subset acquisition matching this corpus's scope vocabulary (NSCLC + PD-1/PD-L1 checkpoint-inhibitor terms), deterministic identity/license/full-text adjudication, and a documented rule-based title scope screen excluding wrong cancer types, preclinical/mechanism-only studies, off-topic diagnostic/surgical-technique papers, and single-patient case reports. Not yet individually reviewed for the golden evidence map.",,sha256:80a1c6724bba609d84f7b04c579a551bcdc4b0d8c6c388b74cc6545d4ae3e2d9,paper,,,,,,"Acquired via bulk PMC OA ingestion pipeline (work/oncology/acquisition_receipt.json), not individually hand-curated. study_type/population/intervention/comparator left blank pending evidence-record-level review."
oncology-chen-2026-cost-effectiveness-of-first-li,Cost-Effectiveness of First-Line Immunochemotherapy Versus BRAF Plus MEK Inhibitors in BRAFV600E-Mutated Metastatic Lung Cancer.,Chian-Wei Chen; Jui-Hung Tsai; Sheng-Han Tsai; Li-Jun Chen; Szu-Chun Yang,2026,"Current oncology (Toronto, Ont.)",10.3390/curroncol33070384,42505186,,PMC13408117,https://pmc.ncbi.nlm.nih.gov/articles/PMC13408117/,https://pmc-oa-opendata.s3.amazonaws.com/PMC13408117.1/PMC13408117.1.pdf?md5=375cf196a9d2b89ee8fa856b022311a5,PMC13408117.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,"Bulk PMC Open Access Subset acquisition matching this corpus's scope vocabulary (NSCLC + PD-1/PD-L1 checkpoint-inhibitor terms), deterministic identity/license/full-text adjudication, and a documented rule-based title scope screen excluding wrong cancer types, preclinical/mechanism-only studies, off-topic diagnostic/surgical-technique papers, and single-patient case reports. Not yet individually reviewed for the golden evidence map.",,sha256:4541e6c430dd87f80095de36197fd553b7f9e3ea90081f1f2ed36adfe843c3ee,paper,,,,,,"Acquired via bulk PMC OA ingestion pipeline (work/oncology/acquisition_receipt.json), not individually hand-curated. study_type/population/intervention/comparator left blank pending evidence-record-level review."
oncology-ma-2026-hepatic-safety-of-sintilimab-v,Hepatic safety of sintilimab versus pembrolizumab in advanced non-small cell lung cancer: a retrospective observational cohort study.,Pan Ma; Yumeng Zhou; Xin Zhang; Quanfeng Zhao; Yu Peng; Hailong Jiang; Linli Xie; Yan Liao,2026,Frontiers in immunology,10.3389/fimmu.2026.1808972,42421963,,PMC13341631,https://pmc.ncbi.nlm.nih.gov/articles/PMC13341631/,https://pmc-oa-opendata.s3.amazonaws.com/PMC13341631.1/PMC13341631.1.pdf?md5=4363e83963403ad6c18e8689ae89372b,PMC13341631.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,"Bulk PMC Open Access Subset acquisition matching this corpus's scope vocabulary (NSCLC + PD-1/PD-L1 checkpoint-inhibitor terms), deterministic identity/license/full-text adjudication, and a documented rule-based title scope screen excluding wrong cancer types, preclinical/mechanism-only studies, off-topic diagnostic/surgical-technique papers, and single-patient case reports. Not yet individually reviewed for the golden evidence map.",,sha256:054f5b1c0eedf2447c23175fba559e76d4faf216850d318678ba8daabe8b83a2,paper,,,,,,"Acquired via bulk PMC OA ingestion pipeline (work/oncology/acquisition_receipt.json), not individually hand-curated. study_type/population/intervention/comparator left blank pending evidence-record-level review."
