source_id,title,authors,publication_year,venue,doi,pmid,arxiv_id,other_identifier,source_url,pdf_url,local_path,access_date,license_type,license_url,usage_status,inclusion_status,inclusion_reason,exclusion_reason,expected_content_hash,source_type,study_type,population,intervention,comparator,outcome_notes,notes
mh-elahinejad-2025-effects-of-probiotics-as-adjunctive-therapy,"Effects of Probiotics as Adjunctive Therapy to Fluoxetine on Depression Severity and Serum Brain-Derived Neurotrophic Factor, Cortisol, and Adrenocorticotropic Hormone in Patients With Major Depressive Disorder: A Randomized, Double-Blind, Placebo-Controlled Trial.",Vajihe Elahinejad; Atie Sadat Khorasanian; Mehdi Tehrani-Doost; Kianoush Khosravi-Darani; Zahra Mirsepasi; Mohammad Effatpanah; Reza Askari-Rabori; Shirin Tajadod; Shima Jazayeri,2025,Food science & nutrition,10.1002/fsn3.4698,40177327,,PMC11961381,https://pmc.ncbi.nlm.nih.gov/articles/PMC11961381/,https://pmc-oa-opendata.s3.amazonaws.com/PMC11961381.1/PMC11961381.1.pdf?md5=8132f113ac32524fbe6b5b6c5d208a0b,PMC11961381.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,Manual title/abstract scope screen; batch-runner acquisition.,,sha256:11ba8c8e6908f9340f8e0730e4421fa8caa37d2f7a6bfad6f8b15f51cafa5927,paper,,,,,,"Acquired via work/run_paper_batch.sh, not individually hand-curated beyond the scope screen."
mh-wang-2025-a-retrospective-analysis-of-combined-treatment,A retrospective analysis of combined treatment with escitalopram and Naoan dropping pills treatment for depression.,Xiaoyan Wang; Yan Che; Wenli Wang,2025,Medicine,10.1097/MD.0000000000042169,40295266,,PMC12040007,https://pmc.ncbi.nlm.nih.gov/articles/PMC12040007/,https://pmc-oa-opendata.s3.amazonaws.com/PMC12040007.1/PMC12040007.1.pdf?md5=354110c6e306e4db90d73dccf2c820cf,PMC12040007.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,Manual title/abstract scope screen; batch-runner acquisition.,,sha256:f567ef7a4819b70dcf2e62b09f243a6b6ecbeac5e5ae9333e7ffd310b22e76fd,paper,,,,,,"Acquired via work/run_paper_batch.sh, not individually hand-curated beyond the scope screen."
mh-zhang-2025-drug-drug-interaction-of-paroxetine-on,Drug-drug interaction of paroxetine on olanzapine and initial dosage optimization in patients with major depressive disorder based on population pharmacokinetics.,Cun Zhang; Liang Chen; Yin-Yin Duan; Su-Mei He; Ya-Li Tian; Ying Gao; Dong-Dong Wang,2025,Frontiers in psychiatry,10.3389/fpsyt.2025.1538996,40433178,,PMC12107830,https://pmc.ncbi.nlm.nih.gov/articles/PMC12107830/,https://pmc-oa-opendata.s3.amazonaws.com/PMC12107830.1/PMC12107830.1.pdf?md5=191b851eb70e962cda6bd6f406def01c,PMC12107830.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,Manual title/abstract scope screen; batch-runner acquisition.,,sha256:3055ad5c2c137177b543c2d52434c09e554a01fb6663d42fb3978be0c5699b98,paper,,,,,,"Acquired via work/run_paper_batch.sh, not individually hand-curated beyond the scope screen."
mh-rodoshi-2025-comparative-efficacy-of-selective-serotonin-reuptake,Comparative Efficacy of Selective Serotonin Reuptake Inhibitors (SSRIs) and Serotonin-Norepinephrine Reuptake Inhibitors (SNRIs) in the Management of Post-stroke Depression: A Systematic Review of Randomized Controlled Trials.,Zarin Nudar Rodoshi; Sharen Shibu; Osman Omer; Hamza Tallal; Muhammad Zubair Dawud Gondal; Zayam Shahid; Ayesha Azam; Noor Abbas,2025,Cureus,10.7759/cureus.84784,40557026,,PMC12186867,https://pmc.ncbi.nlm.nih.gov/articles/PMC12186867/,https://pmc-oa-opendata.s3.amazonaws.com/PMC12186867.1/PMC12186867.1.pdf?md5=0c4d09da7ed6ead21483065716111968,PMC12186867.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,Manual title/abstract scope screen; batch-runner acquisition.,,sha256:e1548590a00874fba04182eda57a9b0f58f2c9533484295765b006b8e778da94,paper,,,,,,"Acquired via work/run_paper_batch.sh, not individually hand-curated beyond the scope screen."
mh-dai-2025-effects-of-the-selective-serotonin-reuptake,Effects of the selective serotonin reuptake inhibitors citalopram and escitalopram on glucolipid metabolism: a systematic review.,Yajing Dai; Mingzhe Zhao; Mian Li; JinQi Ding; Mengfei Ye; Zhonglin Tan; Sugai Liang,2025,Frontiers in endocrinology,10.3389/fendo.2025.1578326,40600014,,PMC12209303,https://pmc.ncbi.nlm.nih.gov/articles/PMC12209303/,https://pmc-oa-opendata.s3.amazonaws.com/PMC12209303.1/PMC12209303.1.pdf?md5=d1ce212362a34bbba7feb902e4b28ff0,PMC12209303.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,Manual title/abstract scope screen; batch-runner acquisition.,,sha256:37edabed3a3d86aec86c5d4165424c5aad1ae72bc79a6fd3514197f9ea9f01b9,paper,,,,,,"Acquired via work/run_paper_batch.sh, not individually hand-curated beyond the scope screen."
mh-papakostas-2024-comparative-effectiveness-research-trial-for-antidepressant,Comparative effectiveness research trial for antidepressant incomplete and non-responders with treatment resistant depression (ASCERTAIN-TRD) a randomized clinical trial.,George I Papakostas; Madhukar H Trivedi; Richard C Shelton; Dan V Iosifescu; Michael E Thase; Manish K Jha; Sanjay J Mathew; Charles DeBattista; Mehmet E Dokucu; Olga Brawman-Mintzer; Glenn W Currier; William Vaughn McCall; Mandana Modirrousta; Matthew Macaluso; Alexander Bystritsky; Fidel Vila Rodriguez; Erik B Nelson; Albert S Yeung; Anna Feeney; Leslie C MacGregor; Thomas Carmody; Maurizio Fava,2024,Molecular psychiatry,10.1038/s41380-024-02468-x,38454079,,PMC11412904,https://pmc.ncbi.nlm.nih.gov/articles/PMC11412904/,https://pmc-oa-opendata.s3.amazonaws.com/PMC11412904.1/PMC11412904.1.pdf?md5=f2edc1972cf1d0b4218322c7179f0846,PMC11412904.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,Manual title/abstract scope screen; batch-runner acquisition.,,sha256:ae37bd0320d919758f401440d412f6242b7edec2a5fcbab17b9ba035ce23cc7a,paper,,,,,,"Acquired via work/run_paper_batch.sh, not individually hand-curated beyond the scope screen."
mh-schmidt-2024-efficacy-and-safety-of-aticaprant-a,"Efficacy and safety of aticaprant, a kappa receptor antagonist, adjunctive to oral SSRI/SNRI antidepressant in major depressive disorder: results of a phase 2 randomized, double-blind, placebo-controlled study.",Mark E Schmidt; Iva Kezic; Vanina Popova; Rama Melkote; Peter Van Der Ark; Darrel J Pemberton; Guy Mareels; Carla M Canuso; Maurizio Fava; Wayne C Drevets,2024,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,10.1038/s41386-024-01862-x,38649428,,PMC11251157,https://pmc.ncbi.nlm.nih.gov/articles/PMC11251157/,https://pmc-oa-opendata.s3.amazonaws.com/PMC11251157.1/PMC11251157.1.pdf?md5=88266283aa793ed4bf5b336af7b3faaa,PMC11251157.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,Manual title/abstract scope screen; batch-runner acquisition.,,sha256:7def31041df4ae2c26ca582fe9028cc7dd4b3046973d219724aa379cc370d2f6,paper,,,,,,"Acquired via work/run_paper_batch.sh, not individually hand-curated beyond the scope screen."
mh-krupa-2024-insulin-resistance-clinical-presentation-and-resistance,"Insulin resistance, clinical presentation and resistance to selective serotonin and noradrenaline reuptake inhibitors in major depressive disorder.",Anna J Krupa; Adrian A Chrobak; Zbigniew Sołtys; Dominika Dudek; Bernadeta Szewczyk; Marcin Siwek,2024,Pharmacological reports : PR,10.1007/s43440-024-00621-5,38980569,,PMC11387451,https://pmc.ncbi.nlm.nih.gov/articles/PMC11387451/,https://pmc-oa-opendata.s3.amazonaws.com/PMC11387451.1/PMC11387451.1.pdf?md5=a1b0734871929bc9a63101b097af500f,PMC11387451.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,Manual title/abstract scope screen; batch-runner acquisition.,,sha256:3a54dc33809034e99ce6a4e7a4554f4a3d59d0b97a2eb22ea5d8cedbc6f71187,paper,,,,,,"Acquired via work/run_paper_batch.sh, not individually hand-curated beyond the scope screen."
mh-santi-2024-a-randomized-controlled-trial-comparing-the,"A Randomized Controlled Trial Comparing the Effects of Vilazodone, Escitalopram, and Vortioxetine Monotherapy on the Metabolic Parameters in Patients With Major Depressive Disorder.",N Simple Santi; Sashi B Biswal; Birendra Narayan Naik; Jyoti Prakash Sahoo; Bhabagrahi Rath,2024,Cureus,10.7759/cureus.67941,39328643,,PMC11426367,https://pmc.ncbi.nlm.nih.gov/articles/PMC11426367/,https://pmc-oa-opendata.s3.amazonaws.com/PMC11426367.1/PMC11426367.1.pdf?md5=2e79a4b96041a375d3b3ad2daac8fe41,PMC11426367.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,Manual title/abstract scope screen; batch-runner acquisition.,,sha256:923eced8c4492b44ca3a685d204dcd037fd9d56585dad95f9419efe14e9aa00d,paper,,,,,,"Acquired via work/run_paper_batch.sh, not individually hand-curated beyond the scope screen."
mh-kamp-2024-the-risks-of-adverse-events-with,The risks of adverse events with venlafaxine for adults with major depressive disorder: a systematic review of randomised clinical trials with meta-analysis and Trial Sequential Analysis.,C B Kamp; J J Petersen; P Faltermeier; S Juul; F Siddiqui; J Moncrieff; M A Horowitz; M P Hengartner; I Kirsch; C Gluud; J C Jakobsen,2024,Epidemiology and psychiatric sciences,10.1017/S2045796024000520,39440379,,PMC11561525,https://pmc.ncbi.nlm.nih.gov/articles/PMC11561525/,https://pmc-oa-opendata.s3.amazonaws.com/PMC11561525.1/PMC11561525.1.pdf?md5=c9f1bdd25384c51361970272d6ba7f4a,PMC11561525.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,Manual title/abstract scope screen; batch-runner acquisition.,,sha256:d2fa6d46ee48c946f781741b6a38d62e418f5d5cf72f4d90edeb781c541abe30,paper,,,,,,"Acquired via work/run_paper_batch.sh, not individually hand-curated beyond the scope screen."
mh-xu-2024-clinical-study-of-different-frequency-transcranial,Clinical study of different frequency transcranial magnetic stimulation combined with paroxetine in the treatment of poststroke depression with insomnia.,Xiafei Xu; Liang Li; Tianchu Gao; Qiuping Zhang; Shujuan Liu; Xiyan Liu,2024,Medicine,10.1097/MD.0000000000040227,39533609,,PMC11556973,https://pmc.ncbi.nlm.nih.gov/articles/PMC11556973/,https://pmc-oa-opendata.s3.amazonaws.com/PMC11556973.1/PMC11556973.1.pdf?md5=22c58d60ba8e5147e0dd1ec571b9ad2c,PMC11556973.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,Manual title/abstract scope screen; batch-runner acquisition.,,sha256:b7b5b4f01ca6e613187e65d8934957d3fdfef3bc3b16656d147c37dcdbcef85b,paper,,,,,,"Acquired via work/run_paper_batch.sh, not individually hand-curated beyond the scope screen."
mh-hieronymus-2024-impact-of-sedative-and-appetite-increasing,"Impact of sedative and appetite-increasing properties on the apparent antidepressant efficacy of mirtazapine, selective serotonin reuptake inhibitors and amitriptyline: an item-based, patient-level meta-analysis.",Fredrik Hieronymus; Alexander Lisinski; Elias Eriksson,2024,EClinicalMedicine,10.1016/j.eclinm.2024.102904,39568633,,PMC11576391,https://pmc.ncbi.nlm.nih.gov/articles/PMC11576391/,https://pmc-oa-opendata.s3.amazonaws.com/PMC11576391.1/PMC11576391.1.pdf?md5=c65394e8a7a5bc8d475ad5bd2b4d6711,PMC11576391.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,Manual title/abstract scope screen; batch-runner acquisition.,,sha256:38919b3fe71e8de1dbc5e424659592d8a99f0d85fe4be98c81a443a50b7c5907,paper,,,,,,"Acquired via work/run_paper_batch.sh, not individually hand-curated beyond the scope screen."
mh-qammar-2024-safety-and-efficacy-of-sertraline-in,Safety and efficacy of sertraline in depression among adults undergoing dialysis: a systematic review and meta-analysis.,Asfia Qammar; Bazil Azeem; Sateesh Kumar; Madhurta Kumari; Farhad Hassan; Laiba Khurram; Sumet Kumar; Abdul Fasih; Arwa Khan; Muhammad Basit Azeem; Nimra Sadiq; Ramsha Dibaj; Varsha Sharma,2024,Annals of medicine and surgery (2012),10.1097/MS9.0000000000002677,39649878,,PMC11623899,https://pmc.ncbi.nlm.nih.gov/articles/PMC11623899/,https://pmc-oa-opendata.s3.amazonaws.com/PMC11623899.1/PMC11623899.1.pdf?md5=951847b760536258044dec8f6388aaa5,PMC11623899.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,Manual title/abstract scope screen; batch-runner acquisition.,,sha256:51d9cff59c519086612368ecad4a1a2bc05d59cb1e0eb7af3f12f27f154b112a,paper,,,,,,"Acquired via work/run_paper_batch.sh, not individually hand-curated beyond the scope screen."
mh-mei-2024-comparison-of-the-effectiveness-of-different,Comparison of the Effectiveness of Different Antidepressants in Preventing Psychiatric Rehospitalization.,Hannah Mei; Jackie Rowe; Amanda Sowinski; Daniel J Greer,2024,Cureus,10.7759/cureus.76200,39840175,,PMC11750073,https://pmc.ncbi.nlm.nih.gov/articles/PMC11750073/,https://pmc-oa-opendata.s3.amazonaws.com/PMC11750073.1/PMC11750073.1.pdf?md5=3e2c3ab5239d94a55dd565f6974a27bc,PMC11750073.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,Manual title/abstract scope screen; batch-runner acquisition.,,sha256:79530954daa265c66e2b35d5f9e105195479a5adf2f482512ce52d389844b6f8,paper,,,,,,"Acquired via work/run_paper_batch.sh, not individually hand-curated beyond the scope screen."
mh-siwek-2024-trazodone-effectiveness-in-depression-impacts-of,Trazodone effectiveness in depression: impacts of trazodone extended release vs SSRIs on the health status and quality of life of patients with major depressive disorder.,Marcin Siwek; Adrian Andrzej Chrobak; Anna Julia Krupa; Aleksandra Gorostowicz; Andrzej Juryk; Dominika Dudek,2024,Frontiers in pharmacology,10.3389/fphar.2024.1525498,39917327,,PMC11798982,https://pmc.ncbi.nlm.nih.gov/articles/PMC11798982/,https://pmc-oa-opendata.s3.amazonaws.com/PMC11798982.1/PMC11798982.1.pdf?md5=f78b3470ee7f359e3e1904faf76db662,PMC11798982.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,Manual title/abstract scope screen; batch-runner acquisition.,,sha256:357939b793a0ef3cf8b6bcb8e6ee78b8b8c994a1c946ef4ecc065c26aa7a2b47,paper,,,,,,"Acquired via work/run_paper_batch.sh, not individually hand-curated beyond the scope screen."
mh-serbanescu-2024-identifying-subgroups-with-differential-response-to,Identifying subgroups with differential response to CBASP versus Escitalopram during the first eight weeks of treatment in outpatients with persistent depressive disorder.,Ilinca Serbanescu; Elisabeth Schramm; Henrik Walter; Knut Schnell; Ingo Zobel; Sarah Drost; Thomas Fangmeier; Claus Normann; Dieter Schoepf,2024,European archives of psychiatry and clinical neuroscience,10.1007/s00406-023-01672-0,37606728,,PMC10995028,https://pmc.ncbi.nlm.nih.gov/articles/PMC10995028/,https://pmc-oa-opendata.s3.amazonaws.com/PMC10995028.1/PMC10995028.1.pdf?md5=2614cd2dd780b144721923763f8ea95c,PMC10995028.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,Manual title/abstract scope screen; batch-runner acquisition.,,sha256:8cc767bd54bfe7a18be6e0c5cfdc497d3d8e92cae5b91f52b85cbd0b10a9b69c,paper,,,,,,"Acquired via work/run_paper_batch.sh, not individually hand-curated beyond the scope screen."
mh-islam-2024-influence-of-cyp2c19-cyp2d6-and-abcb1,"Influence of CYP2C19, CYP2D6, and ABCB1 Gene Variants and Serum Levels of Escitalopram and Aripiprazole on Treatment-Emergent Sexual Dysfunction: A Canadian Biomarker Integration Network in Depression 1 (CAN-BIND 1) Study.",Farhana Islam; Leen Magarbeh; Samar S M Elsheikh; Stefan Kloiber; Caroline W Espinola; Venkat Bhat; Benicio N Frey; Roumen Milev; Claudio N Soares; Sagar V Parikh; Franca Placenza; Stefanie Hassel; Valerie H Taylor; Francesco Leri; Pierre Blier; Rudolf Uher; Faranak Farzan; Raymond W Lam; Gustavo Turecki; Jane A Foster; Susan Rotzinger; Sidney H Kennedy; Daniel J Müller,2024,Canadian journal of psychiatry. Revue canadienne de psychiatrie,10.1177/07067437231203433,37796764,,PMC10874600,https://pmc.ncbi.nlm.nih.gov/articles/PMC10874600/,https://pmc-oa-opendata.s3.amazonaws.com/PMC10874600.2/PMC10874600.2.pdf?md5=0564a0842c24471163d195f04eca0d1c,PMC10874600.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,Manual title/abstract scope screen; batch-runner acquisition.,,sha256:81931e3ac28dbff377dfc543964303318be40a2d7f9459c82f97c425c6defd43,paper,,,,,,"Acquired via work/run_paper_batch.sh, not individually hand-curated beyond the scope screen."
mh-kishi-2024-antidepressants-available-in-japan-for-older,Antidepressants available in Japan for older people with major depressive disorder: A systematic review and meta-analysis.,Taro Kishi; Kenji Sakuma; Masakazu Hatano; Takenori Okumura; Masaki Kato; Hajime Baba; Nakao Iwata,2024,Neuropsychopharmacology reports,10.1002/npr2.12422,38318955,,PMC10932767,https://pmc.ncbi.nlm.nih.gov/articles/PMC10932767/,https://pmc-oa-opendata.s3.amazonaws.com/PMC10932767.1/PMC10932767.1.pdf?md5=a4267c235b422446b9cc4380201339cd,PMC10932767.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,Manual title/abstract scope screen; batch-runner acquisition.,,sha256:86a4113a9994faf4dc7b24932c104159cd3d8443cbebd5e3164b943ab2310698,paper,,,,,,"Acquired via work/run_paper_batch.sh, not individually hand-curated beyond the scope screen."
mh-niarchou-2024-what-is-the-impact-of-antidepressant,What is the impact of antidepressant side effects on medication adherence among adult patients diagnosed with depressive disorder: A systematic review.,Eleni Niarchou; L H Roberts; Bernard D Naughton,2024,"Journal of psychopharmacology (Oxford, England)",10.1177/02698811231224171,38344912,,PMC10863360,https://pmc.ncbi.nlm.nih.gov/articles/PMC10863360/,https://pmc-oa-opendata.s3.amazonaws.com/PMC10863360.1/PMC10863360.1.pdf?md5=74fd8499ca7db25339b3dae1b2ce8522,PMC10863360.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,Manual title/abstract scope screen; batch-runner acquisition.,,sha256:7f7392f73979e8e8ba926efa2cae134f3d9f72bcd24586adc9b22ca2a496304b,paper,,,,,,"Acquired via work/run_paper_batch.sh, not individually hand-curated beyond the scope screen."
mh-ostuzzi-2024-tolerability-of-vortioxetine-compared-to-selective,"Tolerability of vortioxetine compared to selective serotonin reuptake inhibitors in older adults with major depressive disorder (VESPA): a randomised, assessor-blinded and statistician-blinded, multicentre, superiority trial.",Giovanni Ostuzzi; Chiara Gastaldon; Mauro Tettamanti; Massimo Cartabia; Igor Monti; Andrea Aguglia; Eugenio Aguglia; Francesco Bartoli; Camilla Callegari; Andrea Canozzi; Elvira Anna Carbone; Giuseppe Carrà; Rosangela Caruso; Simone Cavallotti; Stefania Chiappini; Fabrizio Colasante; Beatrice Compri; Armando D'Agostino; Pasquale De Fazio; Renato de Filippis; Matteo Gari; Marta Ielmini; Gianmarco Ingrosso; Silvia Mammarella; Giovanni Martinotti; Alessandro Rodolico; Rita Roncone; Enrico Sterzi; Lorenzo Tarsitani; Elisa Tiberto; Liliana Todini; Francesco Amaddeo; Barbara D'Avanzo; VESPA Study Group; Angelo Barbato; Corrado Barbui,2024,EClinicalMedicine,10.1016/j.eclinm.2024.102491,38384338,,PMC10879669,https://pmc.ncbi.nlm.nih.gov/articles/PMC10879669/,https://pmc-oa-opendata.s3.amazonaws.com/PMC10879669.1/PMC10879669.1.pdf?md5=47396b82acb842bf28c0c8db764d482a,PMC10879669.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,Manual title/abstract scope screen; batch-runner acquisition.,,sha256:fc5d8f5be794c30686416c307b900ab2faa16df83986e3ab3e9d7447fe93d6d9,paper,,,,,,"Acquired via work/run_paper_batch.sh, not individually hand-curated beyond the scope screen."
mh-zandifar-2024-efficacy-of-empagliflozin-as-adjunctive-therapy,"Efficacy of empagliflozin as adjunctive therapy to citalopram in major depressive disorder: a randomized double-blind, placebo-controlled clinical trial.",Atefeh Zandifar; Maryam Panahi; Rahim Badrfam; Mostafa Qorbani,2024,BMC psychiatry,10.1186/s12888-024-05627-0,38408937,,PMC10895773,https://pmc.ncbi.nlm.nih.gov/articles/PMC10895773/,https://pmc-oa-opendata.s3.amazonaws.com/PMC10895773.1/PMC10895773.1.pdf?md5=c328c0d8e182f55f69b119397c1e5644,PMC10895773.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,Manual title/abstract scope screen; batch-runner acquisition.,,sha256:53e855ba21601b816ef3c9dc32dea3586b91129a06abd460b3b132e236b70ef9,paper,,,,,,"Acquired via work/run_paper_batch.sh, not individually hand-curated beyond the scope screen."
mh-sankar-2024-effect-of-vortioxetine-in-comparison-to,Effect of Vortioxetine in Comparison to Fluoxetine on Metabolic Parameters in Patients With Depressive Disorder: A Randomized Controlled Trial.,Karthik Sankar; Abdul Ajeed Mohathasim Billah; Natrajan Shanmugasundram; Sankar Veintramuthu; Sushma Viswanathan,2024,Cureus,10.7759/cureus.53178,38420046,,PMC10901552,https://pmc.ncbi.nlm.nih.gov/articles/PMC10901552/,https://pmc-oa-opendata.s3.amazonaws.com/PMC10901552.1/PMC10901552.1.pdf?md5=caaee72faca822b5ba3b4f14bc12498e,PMC10901552.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,Manual title/abstract scope screen; batch-runner acquisition.,,sha256:acb04506d6376e9478c254cedd274bab9f3de133993ca584592204fc83513fa7,paper,,,,,,"Acquired via work/run_paper_batch.sh, not individually hand-curated beyond the scope screen."
mh-archer-2024-what-predicts-response-to-sertraline-for,What predicts response to sertraline for people with depression in primary care? a secondary data analysis of moderators in the PANDA trial.,Charlotte Archer; David Kessler; Gemma Lewis; Ricardo Araya; Larisa Duffy; Simon Gilbody; Glyn Lewis; Tony Kendrick; Tim J Peters; Nicola Wiles,2024,PloS one,10.1371/journal.pone.0300366,38722970,,PMC11081306,https://pmc.ncbi.nlm.nih.gov/articles/PMC11081306/,https://pmc-oa-opendata.s3.amazonaws.com/PMC11081306.1/PMC11081306.1.pdf?md5=ce29feb419241b061a8fc74d95dbc2a7,PMC11081306.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,Manual title/abstract scope screen; batch-runner acquisition.,,sha256:045f41f537aaefd29dcfa03cfd1ee828a1b6052e6b93b3df239655ba08285dba,paper,,,,,,"Acquired via work/run_paper_batch.sh, not individually hand-curated beyond the scope screen."
mh-yan-2024-the-safety-and-efficacy-of-escitalopram,The safety and efficacy of escitalopram and sertraline in post-stroke depression: a randomized controlled trial.,Ning Yan; Shaohua Hu,2024,BMC psychiatry,10.1186/s12888-024-05833-w,38750479,,PMC11094958,https://pmc.ncbi.nlm.nih.gov/articles/PMC11094958/,https://pmc-oa-opendata.s3.amazonaws.com/PMC11094958.1/PMC11094958.1.pdf?md5=8eec7d5847c7ad2b1b176818347a52c5,PMC11094958.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,Manual title/abstract scope screen; batch-runner acquisition.,,sha256:d8febcd64bac94f4fd5d179801eef54de75d203920c4865bd27311b131ee03f8,paper,,,,,,"Acquired via work/run_paper_batch.sh, not individually hand-curated beyond the scope screen."
mh-baradaran-2024-the-effect-of-escitalopram-in-treating,The effect of escitalopram in treating mild to moderate depressive disorder and improving the quality of life in patients undergoing coronary artery bypass grafting - a double-blind randomized clinical trial.,Abdolvahab Baradaran; Mohammad Reza Khodaie Ardakani; Fatemeh Sadat Bateni; Fatemeh Asadian-Koohestani; Mohsen Vahedi; Afsaneh Aein; Nazila Shahmansouri; Gita Sadighi,2024,Frontiers in psychiatry,10.3389/fpsyt.2024.1342754,39006820,,PMC11240843,https://pmc.ncbi.nlm.nih.gov/articles/PMC11240843/,https://pmc-oa-opendata.s3.amazonaws.com/PMC11240843.1/PMC11240843.1.pdf?md5=922c9f12491cde88f911a8e8e789b648,PMC11240843.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,Manual title/abstract scope screen; batch-runner acquisition.,,sha256:96f288129ba1aeacc5d4443d2305b4289aca77aea20b4e884908add1e6f42d4f,paper,,,,,,"Acquired via work/run_paper_batch.sh, not individually hand-curated beyond the scope screen."
